Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2023,Cache,UT,Passenger,1,0,1,11,12,8.33
January 31 2018,Clark,NV,Passenger,2,3,5,765,770,0.65
July 31 2019,Columbia,WA,Truck,0,0,0,1529,1529,0.00
November 30 2023,Prince William,VA,Passenger,1,4,5,153,158,3.16
December 31 2020,New London,CT,Passenger,1,2,3,234,237,1.27
March 31 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
July 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
August 31 2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
July 31 2019,Whatcom,WA,Truck,2,0,2,42916,42918,0.00
May 31 2023,Lewis,WA,Passenger,310,208,518,59074,59592,0.87
March 31 2022,Kittitas,WA,Truck,0,0,0,14723,14723,0.00
April 30 2019,Fresno,CA,Passenger,1,0,1,198,199,0.50
December 31 2022,Sacramento,CA,Passenger,3,1,4,221,225,1.78
April 30 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
June 30 2023,Richmond,NY,Passenger,1,0,1,4,5,20.00
June 30 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
March 31 2021,Hawaii,HI,Passenger,1,0,1,54,55,1.82
October 31 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
August 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
January 31 2023,Clark,WA,Passenger,5072,2071,7143,314214,321357,2.22
February 29 2020,Whitman,WA,Truck,0,0,0,8555,8555,0.00
February 28 2019,Shelby,TN,Passenger,0,1,1,102,103,0.97
January 31 2021,San Juan,WA,Passenger,377,113,490,14017,14507,3.38
February 28 2021,Pierce,WA,Truck,0,0,0,144907,144907,0.00
August 31 2018,El Paso,TX,Passenger,1,0,1,501,502,0.20
November 30 2017,Montgomery,MD,Passenger,1,0,1,309,310,0.32
May 31 2018,Kent,MI,Passenger,0,1,1,31,32,3.12
August 31 2023,Burlington,NJ,Passenger,2,2,4,84,88,4.55
February 29 2024,Wake,NC,Passenger,4,0,4,74,78,5.13
November 30 2023,New Castle,DE,Passenger,1,0,1,16,17,5.88
April 30 2021,Montgomery,AL,Passenger,1,0,1,40,41,2.44
October 31 2023,Monterey,CA,Truck,1,0,1,26,27,3.70
August 31 2023,St. Lawrence,NY,Passenger,1,0,1,4,5,20.00
May 31 2020,Clallam,WA,Truck,1,0,1,21662,21663,0.00
June 30 2017,Orange,CA,Passenger,3,1,4,638,642,0.62
July 31 2022,Thurston,WA,Passenger,2237,1062,3299,192971,196270,1.68
May 31 2024,Pend Oreille,WA,Truck,3,0,3,5558,5561,0.05
December 31 2021,Moore,NC,Passenger,0,1,1,120,121,0.83
July 31 2019,Douglas,NE,Passenger,0,1,1,66,67,1.49
August 31 2022,Lake,IL,Passenger,3,0,3,137,140,2.14
September 30 2022,New London,CT,Passenger,2,3,5,195,200,2.50
April 30 2022,Burlington,NJ,Passenger,0,2,2,105,107,1.87
December 31 2021,Travis,TX,Passenger,3,0,3,150,153,1.96
May 31 2024,Maui,HI,Passenger,1,0,1,17,18,5.56
November 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
July 31 2018,Garfield,WA,Passenger,1,1,2,1320,1322,0.15
April 30 2024,Cowlitz,WA,Passenger,680,276,956,69372,70328,1.36
July 31 2018,Yakima,WA,Passenger,65,93,158,163943,164101,0.10
August 31 2022,Moore,NC,Passenger,0,1,1,112,113,0.88
February 28 2017,Pinal,AZ,Passenger,2,0,2,267,269,0.74
June 30 2024,Hoke,NC,Passenger,1,0,1,55,56,1.79
November 30 2022,Hillsborough,FL,Passenger,1,2,3,130,133,2.26
July 31 2018,Flathead,MT,Passenger,1,0,1,56,57,1.75
April 30 2018,Hawaii,HI,Passenger,1,0,1,80,81,1.23
June 30 2024,Carroll,MD,Passenger,0,1,1,12,13,7.69
June 30 2022,Marion,OR,Passenger,1,0,1,105,106,0.94
February 28 2019,Spokane,WA,Truck,1,0,1,93862,93863,0.00
November 30 2023,Grant,WA,Passenger,355,160,515,67426,67941,0.76
January 31 2021,Riverside,CA,Passenger,4,1,5,609,614,0.81
January 31 2024,District of Columbia,DC,Passenger,2,0,2,129,131,1.53
June 30 2024,Pulaski,MO,Passenger,2,0,2,85,87,2.30
November 30 2019,Juneau,AK,Passenger,0,2,2,31,33,6.06
November 30 2021,Clark,WA,Passenger,3364,1533,4897,320529,325426,1.50
October 31 2019,Yakima,WA,Truck,0,0,0,59480,59480,0.00
December 31 2019,Ferry,WA,Passenger,5,2,7,4401,4408,0.16
September 30 2022,Ada,ID,Passenger,2,0,2,172,174,1.15
November 30 2019,San Joaquin,CA,Passenger,1,0,1,142,143,0.70
March 31 2024,Klickitat,WA,Passenger,198,81,279,15109,15388,1.81
July 31 2018,Spokane,WA,Truck,1,0,1,92843,92844,0.00
October 31 2023,Ventura,CA,Passenger,2,3,5,218,223,2.24
September 30 2021,Spokane,WA,Passenger,1187,703,1890,325797,327687,0.58
September 30 2018,Norfolk,VA,Passenger,2,2,4,331,335,1.19
October 31 2017,Ferry,WA,Passenger,1,1,2,4397,4399,0.05
September 30 2020,Hamilton,IN,Passenger,1,0,1,41,42,2.38
February 28 2021,Washtenaw,MI,Passenger,1,1,2,33,35,5.71
August 31 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
December 31 2020,Bradley,TN,Passenger,1,0,1,0,1,100.00
December 31 2020,Grays Harbor,WA,Passenger,127,122,249,48631,48880,0.51
February 28 2019,Benton,WA,Passenger,233,244,477,132963,133440,0.36
January 31 2021,El Paso,CO,Passenger,3,1,4,707,711,0.56
November 30 2020,Garfield,WA,Passenger,0,1,1,1362,1363,0.07
September 30 2018,Skamania,WA,Passenger,15,11,26,8704,8730,0.30
January 31 2021,Placer,CA,Passenger,2,0,2,89,91,2.20
November 30 2023,Harrison,MS,Passenger,1,0,1,32,33,3.03
May 31 2023,Arapahoe,CO,Passenger,1,1,2,88,90,2.22
November 30 2020,Carroll,MD,Passenger,0,1,1,18,19,5.26
August 31 2024,Gwinnett,GA,Passenger,1,0,1,38,39,2.56
September 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
October 31 2017,Monterey,CA,Passenger,0,2,2,198,200,1.00
June 30 2017,Columbia,WA,Passenger,1,1,2,2353,2355,0.08
May 31 2024,Ferry,WA,Passenger,31,4,35,4266,4301,0.81
November 30 2022,Snohomish,WA,Truck,78,0,78,122617,122695,0.06
July 31 2020,Skamania,WA,Truck,0,0,0,4031,4031,0.00
June 30 2018,Tarrant,TX,Passenger,1,0,1,223,224,0.45
June 30 2021,Okanogan,WA,Truck,0,0,0,16745,16745,0.00
May 31 2018,Whitman,WA,Passenger,19,27,46,22575,22621,0.20
May 31 2021,New York,NY,Passenger,2,0,2,56,58,3.45
March 31 2023,Wichita,TX,Passenger,1,0,1,37,38,2.63
August 31 2022,Meade,KY,Passenger,1,0,1,25,26,3.85
April 30 2020,Virginia Beach,VA,Passenger,1,0,1,672,673,0.15
July 31 2023,Bell,TX,Passenger,2,0,2,266,268,0.75
July 31 2017,Santa Clara,CA,Passenger,5,2,7,410,417,1.68
March 31 2021,Los Angeles,CA,Passenger,9,10,19,985,1004,1.89
April 30 2022,Sedgwick,KS,Passenger,0,1,1,82,83,1.20
January 31 2019,Goochland,VA,Passenger,0,1,1,251,252,0.40
December 31 2022,Washington,OR,Passenger,1,0,1,303,304,0.33
November 30 2021,Middlesex,MA,Passenger,1,0,1,100,101,0.99
May 31 2019,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
February 28 2021,Suffolk,MA,Passenger,0,2,2,38,40,5.00
September 30 2023,Richmond,VA,Passenger,1,0,1,8,9,11.11
November 30 2023,Skamania,WA,Truck,1,0,1,3826,3827,0.03
May 31 2018,Skamania,WA,Passenger,12,9,21,8700,8721,0.24
November 30 2018,San Juan,WA,Truck,0,0,0,5805,5805,0.00
December 31 2019,Cowlitz,WA,Truck,0,0,0,29030,29030,0.00
September 30 2019,Tarrant,TX,Passenger,3,0,3,202,205,1.46
January 31 2023,Honolulu,HI,Passenger,5,3,8,361,369,2.17
July 31 2022,Newport,RI,Passenger,0,1,1,74,75,1.33
October 31 2020,Calvert,MD,Passenger,0,2,2,87,89,2.25
September 30 2020,Salt Lake,UT,Passenger,1,1,2,192,194,1.03
June 30 2022,New London,CT,Passenger,2,4,6,193,199,3.02
November 30 2020,Rogers,OK,Passenger,1,0,1,9,10,10.00
August 31 2018,Okanogan,WA,Truck,0,0,0,16472,16472,0.00
September 30 2020,Whatcom,WA,Passenger,1140,525,1665,149300,150965,1.10
May 31 2022,Thurston,WA,Truck,4,0,4,55326,55330,0.01
December 31 2021,Columbia,WA,Truck,0,0,0,1554,1554,0.00
September 30 2023,Kitsap,WA,Truck,87,0,87,52061,52148,0.17
September 30 2023,Yakima,WA,Truck,15,0,15,60951,60966,0.02
February 29 2024,Fresno,CA,Passenger,0,1,1,127,128,0.78
May 31 2020,Frederick,MD,Passenger,1,1,2,69,71,2.82
May 31 2022,Lee,FL,Passenger,1,0,1,37,38,2.63
June 30 2024,Sarasota,FL,Passenger,1,0,1,16,17,5.88
February 28 2022,Adams,WA,Truck,0,0,0,5459,5459,0.00
November 30 2020,Whatcom,WA,Truck,3,0,3,43468,43471,0.01
May 31 2024,Adams,WA,Truck,4,0,4,5393,5397,0.07
June 30 2024,Contra Costa,CA,Passenger,2,1,3,129,132,2.27
July 31 2019,San Mateo,CA,Passenger,2,1,3,125,128,2.34
January 31 2023,Okaloosa,FL,Passenger,0,1,1,102,103,0.97
November 30 2019,Loudoun,VA,Passenger,1,0,1,98,99,1.01
February 28 2018,Frederick,MD,Passenger,0,1,1,89,90,1.11
December 31 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
August 31 2017,Kittitas,WA,Passenger,28,21,49,27881,27930,0.18
January 31 2017,Pierce,WA,Passenger,822,751,1573,528172,529745,0.30
July 31 2017,Asotin,WA,Passenger,8,4,12,12433,12445,0.10
June 30 2019,Grays Harbor,WA,Truck,0,0,0,20450,20450,0.00
May 31 2020,Kitsap,WA,Truck,0,0,0,53845,53845,0.00
January 31 2023,Prince William,VA,Passenger,1,4,5,187,192,2.60
July 31 2022,Franklin,WA,Truck,1,0,1,20850,20851,0.00
May 31 2023,Goochland,VA,Passenger,2,2,4,79,83,4.82
November 30 2022,Champaign,IL,Passenger,1,0,1,10,11,9.09
June 30 2019,Pima,AZ,Passenger,0,1,1,425,426,0.23
October 31 2022,Alameda,CA,Passenger,8,2,10,190,200,5.00
July 31 2021,El Dorado,CA,Passenger,1,0,1,34,35,2.86
July 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
March 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
February 28 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
June 30 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
August 31 2022,Deschutes,OR,Passenger,3,0,3,96,99,3.03
June 30 2019,Benton,WA,Passenger,259,279,538,133746,134284,0.40
May 31 2024,Los Angeles,CA,Passenger,11,3,14,533,547,2.56
September 30 2017,Deschutes,OR,Passenger,1,0,1,202,203,0.49
July 31 2017,Benton,WA,Truck,0,0,0,40127,40127,0.00
August 31 2023,Thurston,WA,Passenger,3351,1280,4631,189729,194360,2.38
September 30 2018,Maui,HI,Passenger,1,0,1,57,58,1.72
December 31 2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
October 31 2020,Carroll,MD,Passenger,0,1,1,18,19,5.26
September 30 2023,Sonoma,CA,Passenger,3,1,4,63,67,5.97
October 31 2023,Hardin,KY,Passenger,1,0,1,59,60,1.67
November 30 2021,Marin,CA,Passenger,1,1,2,42,44,4.55
January 31 2022,Hanover,VA,Passenger,1,0,1,1,2,50.00
December 31 2023,Whatcom,WA,Passenger,2963,1057,4020,147944,151964,2.65
January 31 2021,Lewis,WA,Passenger,126,133,259,58882,59141,0.44
April 30 2020,Hennepin,MN,Passenger,3,1,4,99,103,3.88
June 30 2024,San Juan,WA,Passenger,747,212,959,13458,14417,6.65
March 31 2024,Spokane,WA,Passenger,3100,1511,4611,320371,324982,1.42
June 30 2024,New London,CT,Passenger,2,4,6,151,157,3.82
January 31 2020,Montgomery,AL,Passenger,1,1,2,40,42,4.76
October 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2022,Skamania,WA,Passenger,67,46,113,8204,8317,1.36
December 31 2021,Cumberland,NC,Passenger,2,4,6,417,423,1.42
February 28 2022,Whatcom,WA,Passenger,1691,684,2375,149157,151532,1.57
May 31 2022,Hudson,NJ,Passenger,2,0,2,37,39,5.13
June 30 2023,Franklin,OH,Passenger,1,0,1,53,54,1.85
December 31 2023,San Mateo,CA,Passenger,3,0,3,59,62,4.84
September 30 2020,Prince George's,MD,Passenger,2,1,3,158,161,1.86
December 31 2018,Adams,WA,Truck,0,0,0,5145,5145,0.00
January 31 2018,Asotin,WA,Passenger,8,5,13,12541,12554,0.10
January 31 2021,Pacific,WA,Passenger,35,37,72,15783,15855,0.45
February 28 2022,Garfield,WA,Passenger,0,3,3,1347,1350,0.22
November 30 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
August 31 2023,Hardin,KY,Passenger,1,0,1,60,61,1.64
February 28 2017,Harnett,NC,Passenger,1,0,1,261,262,0.38
September 30 2021,Dallas,TX,Passenger,1,0,1,169,170,0.59
June 30 2024,Adams,CO,Passenger,1,0,1,19,20,5.00
December 31 2023,Arapahoe,CO,Passenger,2,1,3,67,70,4.29
June 30 2019,Clark,NV,Passenger,4,3,7,712,719,0.97
May 31 2022,El Paso,CO,Passenger,3,3,6,637,643,0.93
August 31 2021,Calvert,MD,Passenger,0,2,2,92,94,2.13
April 30 2020,DeKalb,GA,Passenger,1,0,1,85,86,1.16
February 28 2023,Mohave,AZ,Passenger,1,0,1,43,44,2.27
November 30 2022,Lincoln,OR,Passenger,0,1,1,22,23,4.35
April 30 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
February 29 2024,Skamania,WA,Passenger,141,56,197,7975,8172,2.41
July 31 2019,Kern,CA,Passenger,0,1,1,219,220,0.45
July 31 2020,Ramsey,MN,Passenger,1,0,1,44,45,2.22
March 31 2017,Clark,WA,Truck,0,0,0,77556,77556,0.00
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5737,5737,0.00
February 28 2017,Nassau,NY,Passenger,0,1,1,40,41,2.44
August 31 2022,Muscogee,GA,Passenger,0,2,2,125,127,1.57
May 31 2022,Hawaii,HI,Passenger,1,0,1,43,44,2.27
March 31 2018,Collier,FL,Passenger,1,0,1,22,23,4.35
May 31 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
January 31 2018,Multnomah,OR,Passenger,3,4,7,854,861,0.81
June 30 2019,Jefferson,WA,Truck,0,0,0,9662,9662,0.00
September 30 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
July 31 2024,Douglas,WA,Passenger,293,100,393,28652,29045,1.35
November 30 2020,Kittitas,WA,Truck,0,0,0,14645,14645,0.00
September 30 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
February 28 2019,Brevard,FL,Passenger,0,1,1,92,93,1.08
May 31 2022,Frederick,MD,Passenger,1,1,2,66,68,2.94
November 30 2020,Williams,ND,Passenger,0,1,1,10,11,9.09
April 30 2023,Madison,IL,Passenger,2,0,2,17,19,10.53
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
August 31 2020,King,WA,Truck,5,1,6,183256,183262,0.00
June 30 2019,Clark,WA,Truck,0,0,0,80303,80303,0.00
February 28 2019,Cowlitz,WA,Passenger,82,100,182,72426,72608,0.25
January 31 2019,Clallam,WA,Truck,0,0,0,21633,21633,0.00
September 30 2020,Clackamas,OR,Passenger,2,0,2,192,194,1.03
June 30 2018,Asotin,WA,Truck,0,0,0,6613,6613,0.00
November 30 2023,Monterey,CA,Passenger,0,4,4,127,131,3.05
July 31 2021,Salt Lake,UT,Passenger,1,1,2,188,190,1.05
October 31 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
April 30 2020,Larimer,CO,Passenger,1,0,1,50,51,1.96
May 31 2020,Larimer,CO,Passenger,1,0,1,49,50,2.00
February 29 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
September 30 2018,Collier,FL,Passenger,1,0,1,23,24,4.17
August 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2018,Clallam,WA,Truck,0,0,0,21443,21443,0.00
September 30 2020,Charleston,SC,Passenger,2,0,2,97,99,2.02
July 31 2018,Grays Harbor,WA,Passenger,54,62,116,46750,46866,0.25
October 31 2017,Norfolk,VA,Passenger,1,1,2,308,310,0.65
September 30 2020,San Juan,WA,Passenger,331,100,431,13899,14330,3.01
April 30 2023,Escambia,FL,Passenger,0,1,1,140,141,0.71
August 31 2024,Monterey,CA,Passenger,0,5,5,114,119,4.20
June 30 2020,Ada,ID,Passenger,0,1,1,291,292,0.34
January 31 2020,Ada,ID,Passenger,0,1,1,304,305,0.33
February 29 2024,Essex,MA,Passenger,1,0,1,13,14,7.14
April 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2019,Kitsap,WA,Truck,1,0,1,53726,53727,0.00
May 31 2023,Okanogan,WA,Truck,7,0,7,16470,16477,0.04
January 31 2017,Marion,OR,Passenger,1,0,1,243,244,0.41
October 31 2019,Tarrant,TX,Passenger,3,0,3,205,208,1.44
January 31 2023,Mason,WA,Truck,8,0,8,20850,20858,0.04
July 31 2020,Jefferson,WA,Truck,0,0,0,9539,9539,0.00
May 31 2022,Ferry,WA,Passenger,20,4,24,4429,4453,0.54
July 31 2024,King,WA,Passenger,80178,19521,99699,1291126,1390825,7.17
January 31 2023,Yavapai,AZ,Passenger,0,1,1,25,26,3.85
July 31 2021,Palm Beach,FL,Passenger,1,1,2,75,77,2.60
April 30 2024,Lewis,WA,Truck,15,0,15,25608,25623,0.06
April 30 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
January 31 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
December 31 2023,Harford,MD,Passenger,1,1,2,43,45,4.44
November 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
March 31 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
July 31 2023,York,VA,Passenger,1,0,1,75,76,1.32
November 30 2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68
April 30 2022,Dorchester,SC,Passenger,1,0,1,70,71,1.41
May 31 2024,Carroll,MD,Passenger,0,1,1,13,14,7.14
February 28 2022,Grant,WA,Truck,0,0,0,27989,27989,0.00
December 31 2017,Ventura,CA,Passenger,0,1,1,344,345,0.29
December 31 2023,Cumberland,NC,Passenger,2,3,5,306,311,1.61
September 30 2022,Travis,TX,Passenger,2,1,3,120,123,2.44
June 30 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
November 30 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Honolulu,HI,Passenger,5,3,8,429,437,1.83
September 30 2017,Ferry,WA,Truck,0,0,0,3540,3540,0.00
July 31 2018,Jefferson,WA,Passenger,147,99,246,24576,24822,0.99
April 30 2024,Jefferson,WA,Passenger,719,298,1017,23965,24982,4.07
July 31 2022,Harford,MD,Passenger,1,1,2,49,51,3.92
May 31 2021,El Dorado,CA,Passenger,1,0,1,33,34,2.94
November 30 2023,Williamson,TX,Passenger,1,1,2,51,53,3.77
July 31 2022,Camden,NJ,Passenger,0,1,1,14,15,6.67
March 31 2024,Marion,OR,Passenger,1,0,1,45,46,2.17
August 31 2022,Arapahoe,CO,Passenger,0,1,1,95,96,1.04
October 31 2018,Island,WA,Truck,0,0,0,21113,21113,0.00
March 31 2017,Montgomery,TN,Passenger,1,0,1,290,291,0.34
January 31 2023,Whatcom,WA,Truck,37,0,37,42948,42985,0.09
January 31 2023,Ventura,CA,Passenger,3,3,6,244,250,2.40
February 28 2019,Whitman,WA,Passenger,25,40,65,22749,22814,0.28
May 31 2023,New London,CT,Passenger,1,3,4,179,183,2.19
October 31 2023,Wake,NC,Passenger,4,0,4,83,87,4.60
April 30 2018,Beaufort,SC,Passenger,1,0,1,42,43,2.33
August 31 2021,Mohave,AZ,Passenger,1,0,1,61,62,1.61
August 31 2023,Churchill,NV,Passenger,0,1,1,35,36,2.78
May 31 2019,Collier,FL,Passenger,1,0,1,22,23,4.35
February 29 2020,District of Columbia,DC,Passenger,1,1,2,195,197,1.02
June 30 2018,Stevens,WA,Passenger,11,25,36,31634,31670,0.11
September 30 2022,Fairfax,VA,Passenger,7,2,9,637,646,1.39
March 31 2021,Clark,WA,Truck,0,0,0,83799,83799,0.00
July 31 2023,San Juan,WA,Passenger,627,174,801,13781,14582,5.49
July 31 2024,Jefferson,KY,Passenger,1,0,1,30,31,3.23
December 31 2022,Pierce,WA,Truck,82,0,82,139314,139396,0.06
August 31 2017,Skamania,WA,Passenger,10,7,17,8568,8585,0.20
October 31 2022,Okanogan,WA,Truck,1,0,1,16449,16450,0.01
October 31 2020,Whatcom,WA,Truck,3,0,3,43445,43448,0.01
October 31 2020,,,Passenger,5,1,6,367,373,1.61
November 30 2023,Autauga,AL,Passenger,2,0,2,11,13,15.38
January 31 2022,Shelby,OH,Passenger,0,1,1,3,4,25.00
February 28 2021,Boulder,CO,Passenger,1,1,2,50,52,3.85
February 29 2020,Norfolk,VA,Passenger,2,2,4,341,345,1.16
February 29 2020,Clark,WA,Passenger,1970,1059,3029,320415,323444,0.94
February 29 2020,Franklin,WA,Truck,0,0,0,19892,19892,0.00
April 30 2022,Kittitas,WA,Truck,0,0,0,14714,14714,0.00
March 31 2019,Cook,IL,Passenger,1,0,1,249,250,0.40
February 28 2019,Chelan,WA,Passenger,145,66,211,54156,54367,0.39
December 31 2020,San Joaquin,CA,Passenger,1,0,1,115,116,0.86
October 31 2017,Dakota,MN,Passenger,0,2,2,40,42,4.76
December 31 2022,San Mateo,CA,Passenger,1,0,1,80,81,1.23
March 31 2024,Hillsborough,FL,Passenger,3,2,5,88,93,5.38
November 30 2023,Nueces,TX,Passenger,0,1,1,49,50,2.00
October 31 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
November 30 2021,Franklin,OH,Passenger,1,0,1,67,68,1.47
December 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2021,King,WA,Truck,5,1,6,183944,183950,0.00
October 31 2020,Mason,WA,Truck,0,0,0,20821,20821,0.00
April 30 2024,Pend Oreille,WA,Passenger,34,21,55,8703,8758,0.63
September 30 2017,New London,CT,Passenger,1,0,1,241,242,0.41
June 30 2024,Pierce,WA,Passenger,11067,3563,14630,516921,531551,2.75
November 30 2022,Bell,TX,Passenger,1,0,1,318,319,0.31
April 30 2021,Goochland,VA,Passenger,4,2,6,259,265,2.26
June 30 2018,Allegheny,PA,Passenger,1,0,1,83,84,1.19
May 31 2017,Sedgwick,KS,Passenger,0,1,1,111,112,0.89
August 31 2017,Hamilton,TN,Passenger,1,0,1,22,23,4.35
August 31 2023,DuPage,IL,Passenger,2,1,3,32,35,8.57
February 28 2017,Kittitas,WA,Truck,0,0,0,13386,13386,0.00
March 31 2024,Stevens,WA,Truck,4,0,4,18698,18702,0.02
January 31 2020,Grant,WA,Passenger,58,71,129,65608,65737,0.20
October 31 2023,Stevens,WA,Passenger,131,72,203,29561,29764,0.68
August 31 2021,Island,WA,Truck,0,0,0,21538,21538,0.00
November 30 2018,Snohomish,WA,Passenger,2789,1415,4204,526622,530826,0.79
March 31 2017,Ferry,WA,Passenger,2,1,3,4389,4392,0.07
October 31 2019,Hudson,NJ,Passenger,1,0,1,40,41,2.44
June 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
October 31 2022,Eau Claire,WI,Passenger,1,0,1,2,3,33.33
January 31 2024,Island,WA,Passenger,1344,490,1834,60948,62782,2.92
November 30 2022,Riverside,CA,Passenger,8,0,8,472,480,1.67
February 28 2017,Island,WA,Truck,0,0,0,20490,20490,0.00
December 31 2021,Adams,WA,Truck,0,0,0,5418,5418,0.00
April 30 2023,Kings,CA,Passenger,2,2,4,296,300,1.33
June 30 2019,Boulder,CO,Passenger,1,0,1,49,50,2.00
August 31 2017,Juneau,AK,Passenger,0,1,1,45,46,2.17
September 30 2021,Dallas,IA,Passenger,0,1,1,11,12,8.33
September 30 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
November 30 2018,Howard,MD,Passenger,0,1,1,93,94,1.06
March 31 2020,Wahkiakum,WA,Truck,0,0,0,1759,1759,0.00
May 31 2021,Whatcom,WA,Passenger,1386,596,1982,150859,152841,1.30
May 31 2024,Stevens,WA,Passenger,150,80,230,29481,29711,0.77
September 30 2017,Yakima,WA,Passenger,57,69,126,160590,160716,0.08
April 30 2018,Garfield,WA,Passenger,1,0,1,1330,1331,0.08
March 31 2019,Whatcom,WA,Truck,2,0,2,42713,42715,0.00
November 30 2017,Ferry,WA,Passenger,1,3,4,4409,4413,0.09
February 28 2022,King,WA,Passenger,37186,10517,47703,1352603,1400306,3.41
April 30 2023,New York,NY,Passenger,2,0,2,35,37,5.41
August 31 2017,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
July 31 2022,Honolulu,HI,Passenger,5,3,8,395,403,1.99
June 30 2022,Santa Clara,CA,Passenger,14,1,15,267,282,5.32
October 31 2018,Richland,SC,Passenger,0,1,1,166,167,0.60
January 31 2017,Juneau,AK,Passenger,0,1,1,60,61,1.64
May 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
July 31 2024,New York,NY,Passenger,2,0,2,27,29,6.90
December 31 2017,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
November 30 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
March 31 2018,Santa Clara,CA,Passenger,6,1,7,389,396,1.77
February 28 2021,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
April 30 2022,Whitman,WA,Passenger,83,56,139,22002,22141,0.63
November 30 2022,San Juan,WA,Truck,7,0,7,5935,5942,0.12
November 30 2023,Snohomish,WA,Truck,253,0,253,120620,120873,0.21
February 28 2023,Jefferson,NY,Passenger,2,0,2,203,205,0.98
August 31 2019,Arlington,VA,Passenger,0,2,2,164,166,1.20
February 28 2023,Calvert,MD,Passenger,0,2,2,87,89,2.25
January 31 2020,Calvert,MD,Passenger,0,2,2,93,95,2.11
March 31 2022,Platte,MO,Passenger,1,0,1,20,21,4.76
August 31 2023,Philadelphia,PA,Passenger,0,1,1,42,43,2.33
January 31 2023,Kootenai,ID,Truck,1,0,1,33,34,2.94
June 30 2024,Caddo,LA,Passenger,2,0,2,10,12,16.67
January 31 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
July 31 2023,Clark,WA,Passenger,6055,2379,8434,313268,321702,2.62
May 31 2018,Cowlitz,WA,Truck,0,0,0,28357,28357,0.00
August 31 2023,Pacific,WA,Passenger,78,93,171,15572,15743,1.09
April 30 2018,St. Clair,IL,Passenger,0,1,1,155,156,0.64
March 31 2020,Island,WA,Passenger,405,270,675,63141,63816,1.06
March 31 2023,Kootenai,ID,Passenger,0,2,2,143,145,1.38
July 31 2024,Cuyahoga,OH,Passenger,1,0,1,34,35,2.86
March 31 2023,Washtenaw,MI,Passenger,0,2,2,25,27,7.41
February 28 2022,Norfolk,MA,Passenger,1,0,1,29,30,3.33
January 31 2023,Sarasota,FL,Passenger,1,0,1,30,31,3.23
September 30 2023,Adams,CO,Passenger,1,0,1,22,23,4.35
February 28 2018,Hamilton,TN,Passenger,1,0,1,24,25,4.00
